DateTime,High,Open,Close,Low,Volume,MA7,RSI14
09/05/2015 00:00:00,220,217.95,216.17,213.84,108.52079,213.34285714285714285714285714,46.94
10/05/2015 00:00:00,218.44,216.05,215.8,213.95,86.2577,213.46428571428571428571428571,46.65
11/05/2015 00:00:00,219.15,215.85,217.83,214.67,145.863137,213.83285714285714285714285714,48.57
12/05/2015 00:00:00,218.5,218.04,215.5,214.16,127.22552,213.78285714285714285714285714,46.50
13/05/2015 00:00:00,217.45,216.43,208.88,208.53,111.8082852,214.69714285714285714285714286,41.14
14/05/2015 00:00:00,209.83,209.23,207.93,204.94,148.2284,214.27428571428571428571428571,40.42
15/05/2015 00:00:00,209.51,207.95,208.55,207.62,127.7188,212.95142857142857142857142857,41.14
16/05/2015 00:00:00,209.06,208.54,207.74,206.89,46.71,211.74714285714285714285714286,40.45
17/05/2015 00:00:00,209.38,208.5,207.27,207.1,88.27,210.52857142857142857142857143,40.03
18/05/2015 00:00:00,209.06,207.97,206.9,206.83,155.98,208.96714285714285714285714286,39.68
19/05/2015 00:00:00,211.89,209.05,208.19,206.84,146.77,207.92285714285714285714285714,41.60
20/05/2015 00:00:00,211.89,209.22,211.5,209.01,181.02659,208.29714285714285714285714286,46.31
21/05/2015 00:00:00,213.34,211.25,211.8,210.36,178.29057,208.85,46.73
22/05/2015 00:00:00,219.18,212.11,215.93,210.24,159.585781,209.90428571428571428571428571,52.26
23/05/2015 00:00:00,218.71,218,218.02,215.01,170.338525,211.37285714285714285714285714,54.82
24/05/2015 00:00:00,220.03,217.14,218.53,210.08,151.00314172,212.98142857142857142857142857,55.44
25/05/2015 00:00:00,219.86,218.81,216,215.16,164.71467,214.28142857142857142857142857,51.62
26/05/2015 00:00:00,218.97,216,217.45,214.59,292.63188,215.60428571428571428571428571,53.59
27/05/2015 00:00:00,219.6,217.45,217.72,212.13,207.94042442,216.49285714285714285714285714,53.97
28/05/2015 00:00:00,218.05,217.46,216.16,212.85,164.95913461,217.11571428571428571428571429,51.37
29/05/2015 00:00:00,216.61,216.6,215.79,214.7,81.01706711,217.09571428571428571428571429,50.75
30/05/2015 00:00:00,215.8,215.8,213.12,211.85,26.958656,216.39571428571428571428571429,46.37
31/05/2015 00:00:00,214.6,213.44,210,210,63.25223,215.17714285714285714285714286,41.83
01/06/2015 00:00:00,212.99,210.18,204.13,202.55,111.22876,213.48142857142857142857142857,34.91
02/06/2015 00:00:00,208.99,204.92,202.78,201.78,77.15226,211.38571428571428571428571429,33.53
03/06/2015 00:00:00,203.58,202.78,202.98,202.03,56.73229,209.28,33.95
04/06/2015 00:00:00,203.9,202.03,200.49,199.99,104.98229373,207.04142857142857142857142857,31.33
05/06/2015 00:00:00,203.78,200.26,203.01,199.17,131.003331,205.21571428571428571428571429,36.66
06/06/2015 00:00:00,203.84,202.88,202.87,202.05,93.0125,203.75142857142857142857142857,36.49
07/06/2015 00:00:00,203.26,203.12,201.46,201.05,27.74,202.53142857142857142857142857,34.75
08/06/2015 00:00:00,204.03,202.48,202.91,200.95,93.10413,202.35714285714285714285714286,38.02
09/06/2015 00:00:00,206.14,202.1,204.03,201.9,134.86284,202.53571428571428571428571429,40.51
10/06/2015 00:00:00,203.87,203.05,202.02,201.5,94.4946201,202.39857142857142857142857143,37.60
11/06/2015 00:00:00,205.17,201.94,204.3,201.94,151.01834,202.94285714285714285714285714,42.64
12/06/2015 00:00:00,206.86,204.3,204.13,203.46,224.2410473,203.10285714285714285714285714,42.36
13/06/2015 00:00:00,207.02,203.75,206.98,203.75,61.489227,203.69,48.37
14/06/2015 00:00:00,208.75,207.19,207.76,206.88,62.3081134,204.59,49.91
15/06/2015 00:00:00,211.29,207.75,210.39,207.36,285.94869181,205.65857142857142857142857143,54.80
16/06/2015 00:00:00,224.15,209.58,224.02,208.5,398.53610611,208.51428571428571428571428571,70.75
17/06/2015 00:00:00,229.69,224.26,220.03,218,435.7145472,211.08714285714285714285714286,63.67
18/06/2015 00:00:00,222,220.16,219.2,214.1,330.439335,213.21571428571428571428571429,62.27
19/06/2015 00:00:00,222.16,219.8,216,216,251.553041,214.91142857142857142857142857,57.07
20/06/2015 00:00:00,217.37,216.7,217.33,211.81,179.93721,216.39,58.62
21/06/2015 00:00:00,216.78,216.45,215.17,213.46,96.83637,217.44857142857142857142857143,55.15
22/06/2015 00:00:00,218.94,215.41,218.32,215.04,340.9662,218.58142857142857142857142857,58.96
23/06/2015 00:00:00,219.91,218.22,218.8,216.62,272.8577255,217.83571428571428571428571429,59.53
24/06/2015 00:00:00,218.88,218.88,214.48,214.48,166.297882,217.04285714285714285714285714,52.52
25/06/2015 00:00:00,217.35,214.6,216.63,214.23,199.0171595,216.67571428571428571428571429,55.34
26/06/2015 00:00:00,217.64,216.47,217.64,213.9,162.501676,216.91,56.64
27/06/2015 00:00:00,225.99,217.65,225.6,217.49,253.998229,218.09142857142857142857142857,65.24
28/06/2015 00:00:00,227.46,224.12,227.11,223.05,229.17723344,219.79714285714285714285714286,66.60
29/06/2015 00:00:00,231.34,226.81,229.42,225.3,360.25902,221.38285714285714285714285714,68.61
30/06/2015 00:00:00,241.6,229.65,235.96,228.72,506.5035424,223.83428571428571428571428571,73.49
01/07/2015 00:00:00,238.41,237.02,234.07,228.21,604.865665,226.63285714285714285714285714,70.10
02/07/2015 00:00:00,235.99,234.4,230.01,229.01,438.538547,228.54428571428571428571428571,63.34
03/07/2015 00:00:00,232.14,230,231.11,227.58,257.47116,230.46857142857142857142857143,64.35
04/07/2015 00:00:00,233.16,231.3,231.55,229.22,127.633145,231.31857142857142857142857143,64.76
05/07/2015 00:00:00,242.48,233.15,242.47,231.55,467.286805,233.51285714285714285714285714,73.13
06/07/2015 00:00:00,252.2,233.33,243.9,233.06,470.82310461,235.58142857142857142857142857,74.00
07/07/2015 00:00:00,248.05,245.01,242.99,241.03,541.1201873,236.58571428571428571428571429,72.39
08/07/2015 00:00:00,248.1,243.41,244.75,240.43,508.90927008,238.11142857142857142857142857,73.58
09/07/2015 00:00:00,247.18,245.16,244.04,240.56,590.703533,240.11571428571428571428571429,72.23
10/07/2015 00:00:00,265.09,244.04,257.13,243.01,803.6138221,243.83285714285714285714285714,79.67
11/07/2015 00:00:00,268,257.67,264.64,255.31,357.32248271,248.56,82.56
12/07/2015 00:00:00,284.3,264.34,280.18,264.29,797.02681227,253.94714285714285714285714286,86.76
13/07/2015 00:00:00,280.56,280.32,267.03,253.02,838.5634383,257.25142857142857142857142857,71.16
14/07/2015 00:00:00,270.45,265.81,261.07,261.07,512.78042906,259.83428571428571428571428571,65.42
15/07/2015 00:00:00,267.74,261.3,261.08,260.05,437.13115822,262.16714285714285714285714286,65.42
16/07/2015 00:00:00,267.55,262.12,256.98,252.81,495.09716737,264.01571428571428571428571429,61.47
17/07/2015 00:00:00,259.69,256.6,259.2,250.21,384.68959821,264.31142857142857142857142857,62.78
18/07/2015 00:00:00,262.26,259.07,256.43,255.5,202.32062686,263.13857142857142857142857143,60.03
19/07/2015 00:00:00,259.04,256.17,256.06,252.53,219.71028018,259.69285714285714285714285714,59.66
20/07/2015 00:00:00,265.9,255.93,258.37,252.71,257.28897988,258.45571428571428571428571429,61.29
21/07/2015 00:00:00,260.03,258.6,253.72,253.31,372.56023391,257.40571428571428571428571429,56.35
22/07/2015 00:00:00,255.63,253.45,254.11,252,256.86806033,256.41,56.67
23/07/2015 00:00:00,255.31,254.55,252.47,251.47,273.57825061,255.76571428571428571428571429,54.88
24/07/2015 00:00:00,265.49,252.01,263.7,251.8,318.02509712,256.40857142857142857142857143,63.41
25/07/2015 00:00:00,265.88,263.05,264.03,261.65,140.47079449,257.49428571428571428571428571,63.63
26/07/2015 00:00:00,268.06,264.01,267,262.77,161.1836123,259.05714285714285714285714286,65.61
27/07/2015 00:00:00,267.61,267.19,265.39,262.07,248.59277429,260.06,63.59
28/07/2015 00:00:00,268.47,266.61,267.03,265.98,126.96956717,261.96142857142857142857142857,64.78
29/07/2015 00:00:00,268.56,267.73,265.21,262.37,259.63207828,263.54714285714285714285714286,62.34
30/07/2015 00:00:00,266.49,265.21,263.4,262.1,216.60504801,265.10857142857142857142857143,59.93
31/07/2015 00:00:00,264.95,263.42,261.52,260.4,213.25091398,264.79714285714285714285714286,57.44
01/08/2015 00:00:00,264.3,261.27,258.08,252.34,191.85503189,263.94714285714285714285714286,53.09
02/08/2015 00:00:00,258.19,257.37,258.06,255.68,88.6410784,262.67,53.06
03/08/2015 00:00:00,264.07,258.06,257.51,256.37,151.63214,261.54428571428571428571428571,52.33
04/08/2015 00:00:00,262.06,257.5,261.8,257.13,620.08870875,260.79714285714285714285714286,57.29
05/08/2015 00:00:00,261.47,261.38,258.11,257.72,287.4330286,259.78285714285714285714285714,52.25
06/08/2015 00:00:00,264.23,258.12,255.72,255,286.82045,258.68571428571428571428571429,49.23
07/08/2015 00:00:00,258.15,255.17,255.69,253.41,230.76836668,257.85285714285714285714285714,49.19
08/08/2015 00:00:00,258,256.02,245.13,245.12,297.47154,256.00285714285714285714285714,37.96
09/08/2015 00:00:00,246.66,245.13,244.24,240.13,140.77756575,254.02857142857142857142857143,37.19
